Timestamp,Image_Name,Ego_Lat,Ego_Lon,Ego_Speed,Lead_Lat,Lead_Lon,Lead_Speed,Fused_Distance,Vision_Distance,Lidar_Distance,Relative_Speed,Measurement_Type,Class_Label,BBOX_x1,BBOX_y1,BBOX_x2,BBOX_y2
1768961019.438,0000.jpg,10.50145588,77.94419682,17.82,10.50173411,77.94410810,17.82,32.46,50.11,32.46,0.00,LiDAR,car,605,360,648,397
1768961019.439,0001.jpg,10.50145588,77.94419682,17.82,10.50173411,77.94410810,17.82,32.46,50.00,32.46,0.00,LiDAR,car,605,360,648,397
1768961019.441,0002.jpg,10.50145588,77.94419682,17.82,10.50173382,77.94410819,9.47,32.42,50.34,32.42,-8.35,LiDAR,car,605,362,648,399
1768961019.442,0003.jpg,10.50145588,77.94419682,17.82,10.50173389,77.94410817,13.89,32.43,50.37,32.43,-3.93,LiDAR,car,605,361,648,399
1768961019.445,0004.jpg,10.50145588,77.94419682,17.82,10.50173387,77.94410817,14.85,32.43,49.82,32.43,-2.97,LiDAR,car,604,362,648,399
1768961019.449,0005.jpg,10.50145588,77.94419682,17.82,10.50173387,77.94410817,15.74,32.43,49.61,32.43,-2.08,LiDAR,car,604,362,648,399
1768961019.451,0006.jpg,10.50145893,77.94419578,17.81,10.50173706,77.94410714,18.22,32.45,48.64,32.45,0.40,LiDAR,car,603,360,647,398
1768961019.454,0007.jpg,10.50145893,77.94419578,17.81,10.50173706,77.94410714,18.10,32.45,49.00,32.45,0.28,LiDAR,car,603,360,647,398
1768961019.455,0008.jpg,10.50145893,77.94419578,17.81,10.50173711,77.94410712,19.25,32.45,47.19,32.45,1.44,LiDAR,car,602,359,647,398
1768961019.457,0009.jpg,10.50145893,77.94419578,17.81,10.50173724,77.94410708,20.75,32.47,46.51,32.47,2.94,LiDAR,car,600,359,647,397
1768961019.471,0010.jpg,10.50146198,77.94419474,17.81,10.50174019,77.94410611,19.60,32.45,46.68,32.45,1.79,LiDAR,car,600,359,647,398
1768961019.522,0011.jpg,10.50146808,77.94419267,17.81,10.50174639,77.94410409,19.11,32.46,47.99,32.46,1.31,LiDAR,car,602,359,647,397
1768961019.564,0012.jpg,10.50147417,77.94419059,17.80,10.50175241,77.94410215,18.63,32.45,48.27,32.45,0.83,LiDAR,car,602,359,646,398
1768961019.981,0013.jpg,10.50153834,77.94416896,17.90,10.50181686,77.94408141,18.48,32.45,48.32,32.45,0.58,LiDAR,car,602,359,646,398
1768961020.042,0014.jpg,10.50154755,77.94416588,17.92,10.50182610,77.94407845,18.32,32.45,48.28,32.45,0.41,LiDAR,car,602,359,646,398
1768961020.061,0015.jpg,10.50155062,77.94416485,17.92,10.50182920,77.94407746,18.23,32.45,48.23,32.45,0.30,LiDAR,car,601,359,646,398
1768961020.062,0016.jpg,10.50155062,77.94416485,17.92,10.50182902,77.94407752,13.92,32.43,47.76,32.43,-4.00,LiDAR,car,600,361,645,399
1768961020.071,0017.jpg,10.50155370,77.94416382,17.93,10.50183203,77.94407653,14.86,32.42,47.63,32.42,-3.07,LiDAR,car,599,361,645,400
1768961020.072,0018.jpg,10.50155370,77.94416382,17.93,10.50183182,77.94407660,10.66,32.40,47.01,32.40,-7.27,LiDAR,car,598,362,644,401
1768961020.074,0019.jpg,10.50155370,77.94416382,17.93,10.50183182,77.94407660,12.84,32.40,46.69,32.40,-5.09,LiDAR,car,598,362,644,401
1768961020.103,0020.jpg,10.50155677,77.94416279,17.94,10.50183491,77.94407561,14.37,32.40,47.52,32.40,-3.56,LiDAR,car,598,362,643,401
1768961020.137,0021.jpg,10.50156293,77.94416074,17.95,10.50184112,77.94407361,15.49,32.40,48.23,32.40,-2.46,LiDAR,car,599,362,643,401
1768961020.142,0022.jpg,10.50156293,77.94416074,17.95,10.50184123,77.94407357,16.90,32.42,48.03,32.42,-1.05,LiDAR,car,598,361,643,401
1768961020.149,0023.jpg,10.50156293,77.94416074,17.95,10.50184120,77.94407358,17.08,32.41,48.45,32.41,-0.87,LiDAR,car,598,362,643,400
1768961020.155,0024.jpg,10.50156293,77.94416074,17.95,10.50184117,77.94407359,17.17,32.41,48.54,32.41,-0.78,LiDAR,car,598,362,642,400
1768961020.160,0025.jpg,10.50156601,77.94415971,17.96,10.50184430,77.94407260,17.59,32.41,48.75,32.41,-0.36,LiDAR,car,597,362,642,401
1768961020.191,0026.jpg,10.50156910,77.94415868,17.96,10.50184739,77.94407160,17.71,32.41,48.12,32.41,-0.25,LiDAR,car,597,362,642,401
1768961020.192,0027.jpg,10.50157218,77.94415765,17.97,10.50185035,77.94407064,13.51,32.40,47.72,32.40,-4.46,LiDAR,car,596,363,641,401
1768961020.220,0028.jpg,10.50157527,77.94415662,17.98,10.50185329,77.94406972,14.65,32.38,47.75,32.38,-3.32,LiDAR,car,596,364,641,402
1768961020.256,0029.jpg,10.50158144,77.94415456,17.99,10.50185962,77.94406768,15.79,32.39,46.67,32.39,-2.20,LiDAR,car,594,363,640,402
1768961020.299,0030.jpg,10.50158763,77.94415250,18.01,10.50186562,77.94406575,16.30,32.37,47.15,32.37,-1.71,LiDAR,car,594,364,640,403
1768961020.373,0031.jpg,10.50160001,77.94414838,18.04,10.50187805,77.94406180,16.84,32.37,47.13,32.37,-1.20,LiDAR,car,594,364,640,403
1768961020.387,0032.jpg,10.50160001,77.94414838,18.04,10.50187789,77.94406185,16.81,32.35,47.23,32.35,-1.23,LiDAR,car,594,364,639,403
1768961020.423,0033.jpg,10.50160621,77.94414632,18.06,10.50188419,77.94405982,17.28,32.36,46.84,32.36,-0.78,LiDAR,car,593,364,639,403
1768961020.465,0034.jpg,10.50161241,77.94414426,18.07,10.50189088,77.94405774,17.90,32.41,47.05,32.41,-0.17,LiDAR,car,593,362,639,401
1768961020.520,0035.jpg,10.50162173,77.94414117,18.10,10.50190026,77.94405475,18.00,32.42,47.14,32.42,-0.10,LiDAR,car,592,362,638,401
1768961020.567,0036.jpg,10.50162796,77.94413911,18.12,10.50190661,77.94405267,18.14,32.43,47.25,32.43,0.02,LiDAR,car,592,361,638,400
1768961020.590,0037.jpg,10.50163419,77.94413705,18.14,10.50191293,77.94405062,18.27,32.44,47.19,32.44,0.13,LiDAR,car,591,360,637,399
1768961020.643,0038.jpg,10.50164043,77.94413499,18.16,10.50191916,77.94404854,18.25,32.44,46.82,32.44,0.09,LiDAR,car,591,360,637,399
1768961020.689,0039.jpg,10.50164667,77.94413292,18.18,10.50192534,77.94404650,18.19,32.43,47.33,32.43,0.02,LiDAR,car,591,361,636,401
1768961020.722,0040.jpg,10.50165292,77.94413086,18.20,10.50193143,77.94404448,18.03,32.41,46.94,32.41,-0.17,LiDAR,car,590,362,636,402
1768961020.756,0041.jpg,10.50165918,77.94412879,18.21,10.50193740,77.94404248,17.81,32.38,46.44,32.38,-0.40,LiDAR,car,590,364,636,403
1768961020.798,0042.jpg,10.50166544,77.94412673,18.22,10.50194365,77.94404043,17.94,32.38,46.31,32.38,-0.29,LiDAR,car,589,364,636,404
1768961020.840,0043.jpg,10.50167171,77.94412466,18.24,10.50194221,77.94404070,11.56,31.48,45.43,31.48,-6.67,LiDAR,car,588,366,635,406
1768961020.881,0044.jpg,10.50167798,77.94412259,18.25,10.50194831,77.94403869,13.43,31.46,45.52,31.46,-4.82,LiDAR,car,588,367,635,406
1768961020.939,0045.jpg,10.50168740,77.94411948,18.26,10.50194979,77.94403802,10.06,30.54,45.62,30.54,-8.21,LiDAR,car,588,367,635,406
1768961020.970,0046.jpg,10.50169054,77.94411844,18.27,10.50195486,77.94403636,14.68,30.77,46.53,30.77,-3.59,LiDAR,car,588,366,635,406
1768961021.017,0047.jpg,10.50169996,77.94411533,18.29,10.50196348,77.94403351,15.18,30.67,47.07,30.67,-3.11,LiDAR,car,589,364,634,404
1768961021.060,0048.jpg,10.50170625,77.94411325,18.30,10.50196837,77.94403184,14.99,30.51,46.84,30.51,-3.31,LiDAR,car,587,364,634,403
1768961021.092,0049.jpg,10.50171254,77.94411116,18.32,10.50197464,77.94402976,15.98,30.51,46.99,30.51,-2.34,LiDAR,car,587,363,633,403
1768961021.261,0050.jpg,10.50173777,77.94410281,18.36,10.50199854,77.94402168,18.36,30.36,46.16,30.36,0.00,LiDAR,car,584,364,631,405
