Timestamp,Image_Name,Ego_Lat,Ego_Lon,Ego_Speed,Lead_Lat,Lead_Lon,Lead_Speed,Fused_Distance,Vision_Distance,Lidar_Distance,Relative_Speed,Measurement_Type,Class_Label,BBOX_x1,BBOX_y1,BBOX_x2,BBOX_y2
1768960750.968,0000.jpg,10.46237024,77.94706047,18.34,10.46268887,77.94705511,18.34,35.47,28.00,35.47,0.00,LiDAR,truck,611,304,688,396
1768960751.019,0001.jpg,10.46237024,77.94706047,18.34,10.46268889,77.94705511,18.35,35.48,28.10,35.48,0.01,LiDAR,truck,611,303,688,396
1768960751.061,0002.jpg,10.46237024,77.94706047,18.34,10.46268672,77.94705515,16.62,35.24,27.63,35.24,-1.71,LiDAR,truck,610,303,688,396
1768960751.112,0003.jpg,10.46237024,77.94706047,18.34,10.46268672,77.94705515,17.14,35.24,27.77,35.24,-1.20,LiDAR,truck,610,303,688,396
1768960751.145,0004.jpg,10.46237024,77.94706047,18.34,10.46268673,77.94705515,17.50,35.24,28.19,35.24,-0.83,LiDAR,truck,611,303,688,396
1768960751.184,0005.jpg,10.46237024,77.94706047,18.34,10.46268451,77.94705519,15.86,34.99,28.21,34.99,-2.48,LiDAR,truck,611,304,688,397
1768960751.225,0006.jpg,10.46237024,77.94706047,18.34,10.46268449,77.94705519,16.59,34.99,28.36,34.99,-1.75,LiDAR,truck,611,304,688,398
1768960751.270,0007.jpg,10.46237024,77.94706047,18.34,10.46268237,77.94705522,15.54,34.75,27.71,34.75,-2.79,LiDAR,truck,609,303,687,397
1768960751.310,0008.jpg,10.46237024,77.94706047,18.34,10.46268240,77.94705522,16.40,34.75,27.23,34.75,-1.93,LiDAR,truck,608,302,687,397
1768960751.353,0009.jpg,10.46237024,77.94706047,18.34,10.46268239,77.94705522,16.98,34.75,27.74,34.75,-1.36,LiDAR,truck,609,302,687,397
1768960751.606,0010.jpg,10.46237024,77.94706047,18.34,10.46267793,77.94705530,18.34,34.26,27.52,34.26,0.00,LiDAR,truck,608,299,687,396
1768960751.667,0011.jpg,10.46237024,77.94706047,18.34,10.46267795,77.94705530,18.35,34.26,27.18,34.26,0.01,LiDAR,truck,607,300,687,396
1768960751.716,0012.jpg,10.46237024,77.94706047,18.34,10.46267591,77.94705533,16.94,34.03,27.37,34.03,-1.40,LiDAR,truck,608,301,687,397
1768960751.724,0013.jpg,10.46237024,77.94706047,18.34,10.46267388,77.94705537,8.92,33.81,27.08,33.81,-9.41,LiDAR,truck,607,302,686,398
1768960751.737,0014.jpg,10.46237024,77.94706047,18.34,10.46267386,77.94705537,11.70,33.80,26.88,33.80,-6.64,LiDAR,truck,606,302,687,399
1768960751.774,0015.jpg,10.46237024,77.94706047,18.34,10.46267203,77.94705540,12.03,33.60,26.92,33.60,-6.31,LiDAR,truck,606,302,687,399
1768960751.817,0016.jpg,10.46237024,77.94706047,18.34,10.46267203,77.94705540,13.92,33.60,26.45,33.60,-4.42,LiDAR,truck,605,302,687,399
1768960751.864,0017.jpg,10.46237024,77.94706047,18.34,10.46267202,77.94705540,15.23,33.60,26.11,33.60,-3.10,LiDAR,truck,604,302,687,399
1768960751.907,0018.jpg,10.46237024,77.94706047,18.34,10.46267019,77.94705543,14.76,33.39,26.15,33.39,-3.57,LiDAR,truck,604,302,686,399
1768960751.936,0019.jpg,10.46237024,77.94706047,18.34,10.46267017,77.94705543,15.82,33.39,25.64,33.39,-2.51,LiDAR,truck,602,301,686,399
1768960751.978,0020.jpg,10.46237024,77.94706047,18.34,10.46266822,77.94705546,15.04,33.18,25.96,33.18,-3.30,LiDAR,truck,603,301,686,399
1768960752.018,0021.jpg,10.46237024,77.94706047,18.34,10.46266822,77.94705546,16.03,33.18,25.92,33.18,-2.31,LiDAR,truck,603,301,686,399
1768960752.060,0022.jpg,10.46237024,77.94706047,18.34,10.46266822,77.94705546,16.72,33.18,25.96,33.18,-1.61,LiDAR,truck,603,301,686,399
1768960752.103,0023.jpg,10.46237024,77.94706047,18.34,10.46266630,77.94705549,15.70,32.96,26.45,32.96,-2.63,LiDAR,truck,605,301,686,399
1768960752.184,0024.jpg,10.46237024,77.94706047,18.34,10.46266440,77.94705553,15.71,32.75,26.34,32.75,-2.62,LiDAR,truck,604,300,686,399
1768960752.206,0025.jpg,10.46237024,77.94706047,18.34,10.46266441,77.94705553,16.52,32.75,26.37,32.75,-1.82,LiDAR,truck,604,300,686,398
1768960752.269,0026.jpg,10.46237024,77.94706047,18.34,10.46266252,77.94705556,16.05,32.54,26.04,32.54,-2.28,LiDAR,truck,603,299,686,398
1768960752.291,0027.jpg,10.46237024,77.94706047,18.34,10.46266255,77.94705556,16.78,32.54,26.14,32.54,-1.56,LiDAR,truck,604,298,686,398
1768960752.310,0028.jpg,10.46237024,77.94706047,18.34,10.46266254,77.94705556,17.23,32.54,24.97,32.54,-1.10,LiDAR,truck,600,297,686,398
1768960752.350,0029.jpg,10.46237024,77.94706047,18.34,10.46266260,77.94705556,17.61,32.55,24.89,32.55,-0.72,LiDAR,truck,599,296,686,397
1768960752.395,0030.jpg,10.46237024,77.94706047,18.34,10.46266069,77.94705559,16.41,32.34,25.57,32.34,-1.93,LiDAR,truck,602,296,686,398
1768960752.428,0031.jpg,10.46237024,77.94706047,18.34,10.46266068,77.94705559,16.97,32.34,26.13,32.34,-1.36,LiDAR,truck,604,297,686,398
1768960752.499,0032.jpg,10.46237024,77.94706047,18.34,10.46265892,77.94705562,16.56,32.14,26.19,32.14,-1.77,LiDAR,truck,604,297,686,398
1768960752.511,0033.jpg,10.46237024,77.94706047,18.34,10.46265893,77.94705562,17.14,32.14,23.87,32.14,-1.20,LiDAR,truck,596,294,686,398
1768960752.561,0034.jpg,10.46269313,77.94705477,17.73,10.46298178,77.94706176,16.89,32.14,26.03,32.14,-0.84,LiDAR,truck,603,296,686,398
1768960752.604,0035.jpg,10.46269313,77.94705477,17.73,10.46298001,77.94706172,15.74,31.94,25.98,31.94,-1.99,LiDAR,truck,603,296,686,398
1768960752.645,0036.jpg,10.46269313,77.94705477,17.73,10.46297997,77.94706172,16.31,31.94,25.56,31.94,-1.42,LiDAR,truck,602,295,686,399
1768960752.687,0037.jpg,10.46269313,77.94705477,17.73,10.46297838,77.94706168,15.48,31.76,25.48,31.76,-2.25,LiDAR,truck,602,295,686,399
1768960752.719,0038.jpg,10.46269313,77.94705477,17.73,10.46297837,77.94706168,16.14,31.76,25.93,31.76,-1.59,LiDAR,truck,603,295,686,400
1768960752.770,0039.jpg,10.46269313,77.94705477,17.73,10.46297673,77.94706164,15.55,31.58,26.19,31.58,-2.17,LiDAR,truck,604,297,686,401
1768960752.812,0040.jpg,10.46269313,77.94705477,17.73,10.46297674,77.94706164,16.21,31.58,25.90,31.58,-1.52,LiDAR,truck,603,296,686,401
1768960752.853,0041.jpg,10.46269313,77.94705477,17.73,10.46297669,77.94706164,16.62,31.57,25.94,31.57,-1.10,LiDAR,truck,603,297,686,402
1768960752.903,0042.jpg,10.46269313,77.94705477,17.73,10.46297512,77.94706160,15.92,31.40,25.55,31.40,-1.80,LiDAR,truck,601,297,686,403
1768960752.980,0043.jpg,10.46269313,77.94705477,17.73,10.46297367,77.94706156,15.83,31.24,25.68,31.24,-1.89,LiDAR,truck,602,297,686,402
1768960752.990,0044.jpg,10.46269313,77.94705477,17.73,10.46297369,77.94706157,16.46,31.24,25.57,31.24,-1.27,LiDAR,truck,602,296,686,402
1768960753.030,0045.jpg,10.46269313,77.94705477,17.73,10.46297369,77.94706157,16.84,31.24,25.66,31.24,-0.89,LiDAR,truck,602,296,686,402
1768960753.103,0046.jpg,10.46270914,77.94705481,17.68,10.46298817,77.94706202,16.37,31.07,25.54,31.07,-1.31,LiDAR,truck,601,294,685,400
1768960753.114,0047.jpg,10.46272511,77.94705488,17.65,10.46300410,77.94706253,16.63,31.07,25.48,31.07,-1.02,LiDAR,truck,601,295,685,401
1768960753.155,0048.jpg,10.46273467,77.94705493,17.62,10.46301368,77.94706286,16.93,31.07,25.35,31.07,-0.69,LiDAR,truck,600,294,686,399
1768960753.179,0049.jpg,10.46273467,77.94705493,17.62,10.46301202,77.94706281,14.76,30.89,25.23,30.89,-2.86,LiDAR,truck,600,294,685,399
1768960753.230,0050.jpg,10.46273467,77.94705493,17.62,10.46301200,77.94706281,15.61,30.88,25.32,30.88,-2.01,LiDAR,truck,600,294,685,400
1768960753.264,0051.jpg,10.46273467,77.94705493,17.62,10.46301055,77.94706277,14.81,30.72,25.09,30.72,-2.81,LiDAR,truck,600,294,686,401
1768960753.311,0052.jpg,10.46274422,77.94705499,17.60,10.46302005,77.94706308,15.60,30.72,24.95,30.72,-2.00,LiDAR,truck,599,294,685,402
1768960753.354,0053.jpg,10.46276010,77.94705512,17.56,10.46303592,77.94706362,16.16,30.72,25.51,30.72,-1.40,LiDAR,truck,601,296,686,402
1768960753.396,0054.jpg,10.46276010,77.94705512,17.56,10.46303448,77.94706358,15.44,30.56,25.28,30.56,-2.12,LiDAR,truck,600,296,686,403
1768960753.437,0055.jpg,10.46276010,77.94705512,17.56,10.46303446,77.94706358,16.06,30.56,25.32,30.56,-1.50,LiDAR,truck,601,297,686,403
1768960753.469,0056.jpg,10.46277596,77.94705527,17.53,10.46305030,77.94706417,16.47,30.55,25.15,30.55,-1.06,LiDAR,truck,600,297,686,403
1768960753.530,0057.jpg,10.46277596,77.94705527,17.53,10.46304908,77.94706413,16.12,30.42,25.16,30.42,-1.40,LiDAR,truck,601,297,686,403
1768960753.573,0058.jpg,10.46277596,77.94705527,17.53,10.46304912,77.94706413,16.58,30.42,24.97,30.42,-0.95,LiDAR,truck,600,296,687,403
1768960753.626,0059.jpg,10.46280442,77.94705561,17.46,10.46307637,77.94706530,16.06,30.29,25.48,30.29,-1.40,LiDAR,truck,602,296,687,403
1768960753.637,0060.jpg,10.46280442,77.94705561,17.46,10.46307643,77.94706530,16.67,30.30,25.36,30.30,-0.79,LiDAR,truck,602,294,687,402
