Timestamp,Image_Name,Ego_Lat,Ego_Lon,Ego_Speed,Lead_Lat,Lead_Lon,Lead_Speed,Fused_Distance,Vision_Distance,Lidar_Distance,Relative_Speed,Measurement_Type,Class_Label,BBOX_x1,BBOX_y1,BBOX_x2,BBOX_y2
1768960923.667,0000.jpg,10.48801407,77.94724965,15.41,10.48815431,77.94719954,15.41,16.55,16.55,NaN,0.00,Vision,car,657,386,787,478
1768960923.679,0001.jpg,10.48801669,77.94724867,15.41,10.48815901,77.94719776,21.69,16.79,16.79,NaN,6.28,Vision,car,654,385,783,476
1768960924.092,0002.jpg,10.48806917,77.94722882,15.59,10.48821276,77.94717622,20.12,16.99,16.99,NaN,4.54,Vision,car,650,385,777,475
1768960924.106,0003.jpg,10.48807181,77.94722781,15.60,10.48821867,77.94717393,27.10,17.38,17.38,NaN,11.51,Vision,car,648,384,773,473
1768960924.109,0004.jpg,10.48807444,77.94722679,15.61,10.48822421,77.94717178,59.43,17.73,17.73,NaN,43.83,Vision,car,646,383,768,471
1768960924.174,0005.jpg,10.48808236,77.94722375,15.63,10.48823542,77.94716730,48.14,18.12,18.12,NaN,32.51,Vision,car,644,381,764,467
1768960924.177,0006.jpg,10.48808236,77.94722375,15.63,10.48823819,77.94716628,71.37,18.45,18.45,NaN,55.74,Vision,car,643,380,760,465
1768960924.178,0007.jpg,10.48808236,77.94722375,15.63,10.48824040,77.94716546,122.31,18.71,18.71,NaN,106.68,Vision,car,640,380,756,463
1768960924.184,0008.jpg,10.48808236,77.94722375,15.63,10.48824243,77.94716471,102.30,18.95,18.95,NaN,86.67,Vision,car,638,379,752,460
1768960924.185,0009.jpg,10.48808236,77.94722375,15.63,10.48824377,77.94716422,116.81,19.11,19.11,NaN,101.18,Vision,car,636,377,749,458
1768960924.189,0010.jpg,10.48808236,77.94722375,15.63,10.48824713,77.94716298,119.69,19.51,19.51,NaN,104.06,Vision,car,634,377,745,456
1768960924.195,0011.jpg,10.48808500,77.94722273,15.64,10.48825370,77.94716042,112.83,19.98,19.98,NaN,97.20,Vision,car,632,377,740,455
1768960924.202,0012.jpg,10.48808500,77.94722273,15.64,10.48825745,77.94715904,101.35,20.42,20.42,NaN,85.71,Vision,car,631,377,737,455
1768960924.208,0013.jpg,10.48808500,77.94722273,15.64,10.48825967,77.94715822,89.69,20.69,20.69,NaN,74.05,Vision,car,629,377,733,454
1768960924.226,0014.jpg,10.48808764,77.94722171,15.65,10.48826372,77.94715659,70.29,20.86,20.86,NaN,54.64,Vision,car,627,378,730,454
1768960924.260,0015.jpg,10.48809293,77.94721966,15.67,10.48827384,77.94715259,59.01,21.44,21.44,NaN,43.35,Vision,car,625,378,726,454
1768960924.303,0016.jpg,10.48809822,77.94721761,15.68,10.48828184,77.94714937,48.33,21.76,21.76,NaN,32.64,Vision,car,624,378,723,451
1768960924.345,0017.jpg,10.48810352,77.94721555,15.70,10.48828920,77.94714637,40.33,22.01,22.01,NaN,24.64,Vision,car,622,378,720,450
1768960924.385,0018.jpg,10.48810882,77.94721349,15.72,10.48829501,77.94714396,33.45,22.08,22.08,NaN,17.74,Vision,car,620,377,718,449
1768960924.604,0019.jpg,10.48813805,77.94720201,15.82,10.48828245,77.94714740,21.48,17.15,22.26,17.15,5.65,LiDAR,car,618,376,715,447
1768960924.607,0020.jpg,10.48813805,77.94720201,15.82,10.48828240,77.94714742,19.16,17.14,22.83,17.14,3.34,LiDAR,car,617,375,711,445
1768960924.608,0021.jpg,10.48814071,77.94720096,15.83,10.48828504,77.94714631,18.19,17.14,23.48,17.14,2.35,LiDAR,car,616,373,708,442
1768960924.613,0022.jpg,10.48814071,77.94720096,15.83,10.48828505,77.94714631,17.50,17.14,23.78,17.14,1.67,LiDAR,car,614,372,705,441
1768960924.616,0023.jpg,10.48814071,77.94720096,15.83,10.48828503,77.94714631,16.87,17.14,24.04,17.14,1.04,LiDAR,car,613,372,703,439
1768960924.634,0024.jpg,10.48814338,77.94719990,15.84,10.48828762,77.94714523,16.44,17.14,24.38,17.14,0.60,LiDAR,car,611,371,700,437
1768960924.686,0025.jpg,10.48814871,77.94719779,15.86,10.48829732,77.94714132,19.34,17.66,24.84,17.66,3.48,LiDAR,car,610,371,697,437
1768960924.727,0026.jpg,10.48815673,77.94719460,15.89,10.48830521,77.94713799,18.27,17.65,25.22,17.65,2.38,LiDAR,car,608,371,694,436
1768960924.761,0027.jpg,10.48815940,77.94719354,15.90,10.48831235,77.94713515,22.33,18.19,25.66,18.19,6.43,LiDAR,car,607,371,691,434
1768960924.803,0028.jpg,10.48816476,77.94719141,15.92,10.48831756,77.94713292,20.35,18.18,26.38,18.18,4.43,LiDAR,car,606,371,688,435
1768960924.844,0029.jpg,10.48817012,77.94718927,15.94,10.48832287,77.94713064,19.04,18.17,26.23,18.17,3.10,LiDAR,car,604,371,686,435
1768960924.886,0030.jpg,10.48817548,77.94718712,15.96,10.48833265,77.94712663,21.92,18.71,26.55,18.71,5.96,LiDAR,car,603,371,685,434
1768960925.191,0031.jpg,10.48821582,77.94717080,16.09,10.48838179,77.94710555,21.35,19.81,27.24,19.81,5.26,LiDAR,car,603,371,682,434
1768960925.198,0032.jpg,10.48821852,77.94716970,16.10,10.48838440,77.94710438,19.46,19.80,27.31,19.80,3.36,LiDAR,car,601,371,680,432
1768960925.208,0033.jpg,10.48821852,77.94716970,16.10,10.48838439,77.94710439,18.40,19.80,26.98,19.80,2.30,LiDAR,car,599,371,679,432
1768960925.211,0034.jpg,10.48822122,77.94716859,16.11,10.48838707,77.94710319,17.99,19.80,27.20,19.80,1.88,LiDAR,car,598,370,677,431
1768960925.213,0035.jpg,10.48822122,77.94716859,16.11,10.48838707,77.94710319,17.43,19.80,27.18,19.80,1.32,LiDAR,car,597,369,676,429
1768960925.240,0036.jpg,10.48822393,77.94716748,16.12,10.48838969,77.94710202,16.96,19.79,28.26,19.79,0.84,LiDAR,car,597,368,673,427
1768960925.241,0037.jpg,10.48822393,77.94716748,16.12,10.48838966,77.94710203,16.12,19.79,28.54,19.79,-0.00,LiDAR,car,596,368,671,427
1768960925.271,0038.jpg,10.48822933,77.94716527,16.14,10.48839499,77.94709963,16.13,19.79,28.89,19.79,-0.00,LiDAR,car,595,368,670,425
1768960925.273,0039.jpg,10.48822933,77.94716527,16.14,10.48839494,77.94709965,14.98,19.78,29.37,19.78,-1.16,LiDAR,car,595,368,669,425
1768960925.303,0040.jpg,10.48823204,77.94716415,16.15,10.48840223,77.94709662,20.87,20.34,29.91,20.34,4.73,LiDAR,car,595,367,667,424
1768960925.687,0041.jpg,10.48828630,77.94714145,16.31,10.48847917,77.94706220,21.82,23.16,30.26,23.16,5.51,LiDAR,car,594,367,666,423
1768960925.700,0042.jpg,10.48828630,77.94714145,16.31,10.48847911,77.94706222,20.02,23.15,30.69,23.15,3.70,LiDAR,car,594,367,664,423
1768960925.702,0043.jpg,10.48828630,77.94714145,16.31,10.48847907,77.94706223,18.00,23.14,30.83,23.14,1.69,LiDAR,car,593,367,663,423
1768960925.703,0044.jpg,10.48828630,77.94714145,16.31,10.48847906,77.94706224,17.03,23.14,31.27,23.14,0.72,LiDAR,car,593,368,662,423
1768960925.711,0045.jpg,10.48828902,77.94714029,16.32,10.48848170,77.94706096,16.74,23.14,31.72,23.14,0.41,LiDAR,car,593,368,661,423
1768960925.727,0046.jpg,10.48828902,77.94714029,16.32,10.48848169,77.94706097,16.58,23.14,32.15,23.14,0.26,LiDAR,car,593,368,660,422
1768960925.729,0047.jpg,10.48829175,77.94713913,16.33,10.48848436,77.94705968,16.51,23.14,32.13,23.14,0.18,LiDAR,car,593,368,660,421
1768960925.734,0048.jpg,10.48829175,77.94713913,16.33,10.48848437,77.94705967,16.56,23.14,33.05,23.14,0.23,LiDAR,car,593,368,658,420
1768960926.065,0049.jpg,10.48833539,77.94712023,16.47,10.48854698,77.94703001,18.81,25.54,33.27,25.54,2.34,LiDAR,car,593,366,658,419
1768960926.066,0050.jpg,10.48833539,77.94712023,16.47,10.48854700,77.94703001,18.56,25.54,33.44,25.54,2.09,LiDAR,car,593,365,658,418
1768960926.067,0051.jpg,10.48833539,77.94712023,16.47,10.48854701,77.94703000,18.37,25.54,33.98,25.54,1.90,LiDAR,car,593,365,657,417
1768960926.071,0052.jpg,10.48833539,77.94712023,16.47,10.48854704,77.94702999,18.06,25.55,34.28,25.55,1.59,LiDAR,car,594,365,657,416
1768960926.073,0053.jpg,10.48833812,77.94711903,16.48,10.48854968,77.94702864,16.81,25.54,34.61,25.54,0.33,LiDAR,car,594,366,657,416
1768960926.074,0054.jpg,10.48833812,77.94711903,16.48,10.48854968,77.94702864,16.66,25.54,35.13,25.54,0.18,LiDAR,car,595,367,657,417
