Timestamp,Image_Name,Ego_Lat,Ego_Lon,Ego_Speed,Lead_Lat,Lead_Lon,Lead_Speed,Fused_Distance,Vision_Distance,Lidar_Distance,Relative_Speed,Measurement_Type,Class_Label,BBOX_x1,BBOX_y1,BBOX_x2,BBOX_y2
1768961002.276,0000.jpg,10.49874265,77.94483429,14.90,10.49892028,77.94481084,14.90,19.94,20.16,19.94,0.00,LiDAR,car,546,362,653,445
1768961002.310,0001.jpg,10.49875066,77.94483308,14.93,10.49894117,77.94480790,27.73,21.39,20.47,21.39,12.80,LiDAR,car,549,361,655,445
1768961002.317,0002.jpg,10.49875066,77.94483308,14.93,10.49894409,77.94480752,39.10,21.71,20.78,21.71,24.17,LiDAR,car,552,361,656,444
1768961002.320,0003.jpg,10.49875066,77.94483308,14.93,10.49895068,77.94480665,98.15,22.45,21.07,22.45,83.22,LiDAR,car,554,361,657,443
1768961002.326,0004.jpg,10.49875066,77.94483308,14.93,10.49895267,77.94480638,85.06,22.68,21.27,22.68,70.13,LiDAR,car,557,362,658,442
1768961002.328,0005.jpg,10.49875066,77.94483308,14.93,10.49896097,77.94480529,180.76,23.61,21.54,23.61,165.83,LiDAR,car,561,362,661,441
1768961002.671,0006.jpg,10.49879631,77.94482615,15.11,10.49900830,77.94479807,131.36,23.80,21.85,23.80,116.25,LiDAR,car,562,361,661,440
1768961002.681,0007.jpg,10.49879902,77.94482573,15.12,10.49901938,77.94479656,123.67,24.74,22.14,24.74,108.55,LiDAR,car,565,361,662,439
1768961002.693,0008.jpg,10.49880172,77.94482532,15.13,10.49902324,77.94479602,94.33,24.87,22.28,24.87,79.20,LiDAR,car,567,362,664,438
1768961002.695,0009.jpg,10.49880172,77.94482532,15.13,10.49902391,77.94479593,85.33,24.94,22.54,24.94,70.20,LiDAR,car,569,362,664,438
1768961002.701,0010.jpg,10.49880172,77.94482532,15.13,10.49902602,77.94479565,76.63,25.18,22.47,25.18,61.49,LiDAR,car,571,362,667,437
1768961002.702,0011.jpg,10.49880172,77.94482532,15.13,10.49902742,77.94479547,90.15,25.34,22.71,25.34,75.01,LiDAR,car,573,362,668,437
1768961002.708,0012.jpg,10.49880172,77.94482532,15.13,10.49902944,77.94479520,78.48,25.56,23.30,25.56,63.35,LiDAR,car,576,362,669,436
1768961002.719,0013.jpg,10.49880443,77.94482491,15.14,10.49903753,77.94479410,76.22,26.17,23.32,26.17,61.08,LiDAR,car,577,362,670,436
1768961002.725,0014.jpg,10.49880443,77.94482491,15.14,10.49903932,77.94479387,68.34,26.37,23.98,26.37,53.20,LiDAR,car,580,362,670,435
1768961002.733,0015.jpg,10.49880443,77.94482491,15.14,10.49903983,77.94479380,54.51,26.43,23.98,26.43,39.36,LiDAR,car,581,362,671,435
1768961002.738,0016.jpg,10.49880714,77.94482450,15.15,10.49904676,77.94479286,69.15,26.90,24.42,26.90,54.00,LiDAR,car,584,361,672,433
1768961002.742,0017.jpg,10.49880714,77.94482450,15.15,10.49904776,77.94479273,62.17,27.01,24.61,27.01,47.02,LiDAR,car,585,361,673,433
1768961002.760,0018.jpg,10.49880985,77.94482408,15.16,10.49905147,77.94479223,49.94,27.12,24.73,27.12,34.77,LiDAR,car,587,361,674,433
1768961002.934,0019.jpg,10.49883432,77.94482037,15.25,10.49907698,77.94478885,39.78,27.23,25.03,27.23,24.53,LiDAR,car,589,361,675,432
1768961002.945,0020.jpg,10.49883432,77.94482037,15.25,10.49907851,77.94478865,37.15,27.40,25.26,27.40,21.90,LiDAR,car,590,361,675,432
1768961002.946,0021.jpg,10.49883705,77.94481996,15.26,10.49908211,77.94478818,55.73,27.50,25.47,27.50,40.47,LiDAR,car,591,361,676,432
1768961002.947,0022.jpg,10.49883705,77.94481996,15.26,10.49908408,77.94478792,100.03,27.72,25.19,27.72,84.77,LiDAR,car,593,361,678,432
1768961002.970,0023.jpg,10.49883978,77.94481955,15.27,10.49908540,77.94478774,72.46,27.56,25.79,27.56,57.19,LiDAR,car,594,362,678,433
1768961003.020,0024.jpg,10.49884525,77.94481873,15.29,10.49909263,77.94478681,56.49,27.76,25.52,27.76,41.20,LiDAR,car,596,363,680,432
1768961003.394,0025.jpg,10.49889756,77.94481104,15.47,10.49909015,77.94478697,39.37,21.60,25.98,21.60,23.90,LiDAR,car,597,363,680,432
1768961003.396,0026.jpg,10.49889756,77.94481104,15.47,10.49909013,77.94478697,31.90,21.60,26.38,21.60,16.43,LiDAR,car,599,362,680,432
1768961003.398,0027.jpg,10.49889756,77.94481104,15.47,10.49909021,77.94478696,28.51,21.61,26.15,21.61,13.04,LiDAR,car,600,362,682,431
1768961003.521,0028.jpg,10.49891420,77.94480864,15.50,10.49911018,77.94478443,25.53,21.98,26.59,21.98,10.03,LiDAR,car,600,361,682,430
1768961003.522,0029.jpg,10.49891420,77.94480864,15.50,10.49911014,77.94478443,21.61,21.97,27.04,21.97,6.10,LiDAR,car,602,362,682,429
1768961003.524,0030.jpg,10.49891420,77.94480864,15.50,10.49911016,77.94478443,20.27,21.97,26.72,21.97,4.77,LiDAR,car,603,362,684,427
1768961003.525,0031.jpg,10.49891420,77.94480864,15.50,10.49911012,77.94478443,17.98,21.97,27.04,21.97,2.48,LiDAR,car,604,362,684,427
1768961003.561,0032.jpg,10.49891976,77.94480784,15.52,10.49911570,77.94478373,17.26,21.97,27.08,21.97,1.74,LiDAR,car,605,362,685,427
1768961003.563,0033.jpg,10.49891976,77.94480784,15.52,10.49911570,77.94478373,16.79,21.97,27.45,21.97,1.27,LiDAR,car,606,362,685,427
1768961003.564,0034.jpg,10.49891976,77.94480784,15.52,10.49911570,77.94478373,16.30,21.97,27.32,21.97,0.78,LiDAR,car,606,363,686,427
1768961003.565,0035.jpg,10.49891976,77.94480784,15.52,10.49911568,77.94478373,15.33,21.97,27.84,21.97,-0.18,LiDAR,car,608,363,686,427
1768961003.567,0036.jpg,10.49891976,77.94480784,15.52,10.49911569,77.94478373,15.58,21.97,27.94,21.97,0.06,LiDAR,car,609,363,686,425
1768961003.570,0037.jpg,10.49891976,77.94480784,15.52,10.49911575,77.94478372,16.33,21.98,28.16,21.98,0.81,LiDAR,car,610,362,687,424
1768961003.593,0038.jpg,10.49892532,77.94480705,15.53,10.49912132,77.94478302,16.09,21.98,28.41,21.98,0.56,LiDAR,car,611,362,687,424
1768961003.635,0039.jpg,10.49893089,77.94480625,15.55,10.49912690,77.94478232,15.94,21.98,28.80,21.98,0.39,LiDAR,car,612,362,687,423
1768961003.728,0040.jpg,10.49894484,77.94480428,15.59,10.49914708,77.94477981,18.11,22.67,29.08,22.67,2.52,LiDAR,car,613,361,688,422
1768961003.729,0041.jpg,10.49894484,77.94480428,15.59,10.49914708,77.94477981,17.27,22.67,29.48,22.67,1.69,LiDAR,car,615,361,688,421
1768961003.760,0042.jpg,10.49894764,77.94480389,15.59,10.49915313,77.94477907,20.38,23.04,29.82,23.04,4.79,LiDAR,car,616,361,688,420
1768961003.801,0043.jpg,10.49895323,77.94480310,15.61,10.49915875,77.94477837,18.97,23.04,30.10,23.04,3.37,LiDAR,car,617,361,689,420
1768961003.843,0044.jpg,10.49895882,77.94480232,15.61,10.49916436,77.94477767,17.97,23.04,30.07,23.04,2.36,LiDAR,car,617,361,689,420
1768961003.885,0045.jpg,10.49896442,77.94480154,15.62,10.49917298,77.94477660,19.67,23.38,30.22,23.38,4.05,LiDAR,car,618,361,690,420
1768961003.927,0046.jpg,10.49897283,77.94480037,15.64,10.49918144,77.94477553,18.51,23.38,30.59,23.38,2.87,LiDAR,car,619,360,690,419
1768961003.970,0047.jpg,10.49897844,77.94479959,15.65,10.49918707,77.94477483,17.66,23.38,30.62,23.38,2.01,LiDAR,car,620,361,690,419
1768961004.010,0048.jpg,10.49898405,77.94479882,15.66,10.49919275,77.94477412,17.12,23.39,30.45,23.39,1.46,LiDAR,car,620,360,691,419
1768961004.062,0049.jpg,10.49898967,77.94479804,15.67,10.49919840,77.94477341,16.71,23.39,30.52,23.39,1.04,LiDAR,car,620,359,691,418
1768961004.094,0050.jpg,10.49899529,77.94479727,15.68,10.49920400,77.94477272,16.37,23.39,30.74,23.39,0.69,LiDAR,car,621,359,691,418
1768961004.135,0051.jpg,10.49900091,77.94479650,15.69,10.49920969,77.94477202,16.22,23.39,31.01,23.39,0.53,LiDAR,car,622,358,692,418
1768961004.177,0052.jpg,10.49900654,77.94479573,15.69,10.49921535,77.94477133,16.09,23.40,30.91,23.40,0.40,LiDAR,car,622,358,692,417
1768961004.218,0053.jpg,10.49901217,77.94479496,15.70,10.49922102,77.94477065,16.00,23.40,31.09,23.40,0.30,LiDAR,car,623,358,692,416
1768961004.264,0054.jpg,10.49901780,77.94479419,15.71,10.49922670,77.94476997,15.95,23.41,31.49,23.41,0.24,LiDAR,car,624,358,692,415
1768961004.435,0055.jpg,10.49904316,77.94479076,15.72,10.49925213,77.94476686,15.90,23.41,31.53,23.41,0.17,LiDAR,car,624,357,693,415
1768961004.437,0056.jpg,10.49904316,77.94479076,15.72,10.49925213,77.94476686,15.85,23.41,31.57,23.41,0.12,LiDAR,car,624,357,693,415
1768961004.438,0057.jpg,10.49904316,77.94479076,15.72,10.49925213,77.94476686,15.81,23.41,31.62,23.41,0.09,LiDAR,car,625,357,693,415
1768961004.440,0058.jpg,10.49904316,77.94479076,15.72,10.49925211,77.94476686,15.32,23.41,31.89,23.41,-0.40,LiDAR,car,626,358,693,415
1768961004.469,0059.jpg,10.49904880,77.94479000,15.73,10.49925782,77.94476615,15.51,23.41,32.00,23.41,-0.21,LiDAR,car,626,358,693,414
1768961004.510,0060.jpg,10.49905444,77.94478925,15.73,10.49926351,77.94476542,15.62,23.42,32.13,23.42,-0.11,LiDAR,car,626,357,693,413
1768961004.550,0061.jpg,10.49906009,77.94478850,15.74,10.49926921,77.94476468,15.70,23.43,32.75,23.43,-0.03,LiDAR,car,628,357,694,413
1768961004.590,0062.jpg,10.49906573,77.94478775,15.74,10.49927492,77.94476390,15.77,23.43,32.74,23.43,0.03,LiDAR,car,628,357,694,412
1768961004.634,0063.jpg,10.49907138,77.94478700,15.74,10.49928056,77.94476314,15.76,23.43,32.71,23.43,0.02,LiDAR,car,628,357,694,412
1768961004.676,0064.jpg,10.49907703,77.94478625,15.75,10.49928616,77.94476234,15.73,23.43,33.29,23.43,-0.02,LiDAR,car,629,358,694,412
1768961004.718,0065.jpg,10.49908268,77.94478551,15.75,10.49929194,77.94476152,15.85,23.44,33.45,23.44,0.09,LiDAR,car,630,357,695,412
1768961004.759,0066.jpg,10.49908833,77.94478476,15.76,10.49929761,77.94476068,15.85,23.45,33.96,23.45,0.09,LiDAR,car,632,357,695,412
1768961004.811,0067.jpg,10.49909682,77.94478363,15.78,10.49930623,77.94475932,15.95,23.46,33.72,23.46,0.16,LiDAR,car,632,357,696,411
1768961004.844,0068.jpg,10.49909965,77.94478325,15.79,10.49930963,77.94475878,16.48,23.53,33.76,23.53,0.69,LiDAR,car,633,357,697,410
1768961005.186,0069.jpg,10.49915081,77.94477622,15.91,10.49936945,77.94474837,17.27,24.53,34.01,24.53,1.36,LiDAR,car,635,357,698,410
1768961005.188,0070.jpg,10.49915081,77.94477622,15.91,10.49936950,77.94474836,18.13,24.54,34.57,24.54,2.22,LiDAR,car,637,358,699,410
1768961005.189,0071.jpg,10.49915081,77.94477622,15.91,10.49936960,77.94474835,19.40,24.55,34.58,24.55,3.50,LiDAR,car,638,358,700,410
1768961005.191,0072.jpg,10.49915081,77.94477622,15.91,10.49936967,77.94474834,19.90,24.55,35.05,24.55,3.99,LiDAR,car,640,358,701,410
1768961005.194,0073.jpg,10.49915081,77.94477622,15.91,10.49936979,77.94474832,20.02,24.57,35.33,24.57,4.11,LiDAR,car,641,358,702,410
1768961005.195,0074.jpg,10.49915081,77.94477622,15.91,10.49937068,77.94474821,37.78,24.67,35.45,24.67,21.87,LiDAR,car,643,358,704,409
